ST_B10,latitude,longitude,temperature_2m,Humidity,Wind_Speed,NDVI,NDBI,NDWI,,
39.95597624,17.46122791,78.56104028,29.90903685,47.45303408,0.882811497,0.219771204,-0.050463737,-0.297534833,,
43.20651326,17.41586299,78.56418438,30.15452944,47.29115994,0.905859426,0.222763659,-0.001877929,-0.270188374,,
40.88225966,17.46616865,78.34948703,29.72920759,46.81250449,0.654259583,0.192505781,0.019779579,-0.270154914,,
38.54433398,17.45449055,78.3445463,29.72920759,46.81250449,0.654259583,0.677558862,-0.229748145,-0.621374551,,
44.48485274,17.3224382,78.5767608,30.1093608,47.5164543,0.926831332,0.259619981,0.036015108,-0.332301081,,
37.9666886,17.51961841,78.53498914,29.77357556,47.01103567,0.82392845,0.528313156,-0.129643851,-0.509614144,,
41.63080604,17.5164743,78.51926862,29.77357556,47.01103567,0.82392845,0.472566153,-0.105669318,-0.469011254,,
41.70258446,17.46616865,78.55475207,29.90903685,47.45303408,0.882811497,0.484602808,-0.125908063,-0.494706847,,
42.03071438,17.2514713,78.5035481,29.94512766,47.48671738,0.874405406,0.512510785,-0.004937671,-0.503223771,,
45.08300624,17.29908201,78.31580021,29.68843086,48.08804472,0.736680552,0.430631919,0.034215788,-0.491161208,,
43.88669924,17.39744753,78.42629299,29.86728355,47.12764728,0.770703214,0.288546874,0.05079528,-0.370878103,,
45.37695596,17.26225108,78.36700418,29.74529462,48.0243818,0.806763646,0.486957417,-0.096906179,-0.490755912,,
41.1796274,17.35971829,78.37284323,29.86728355,47.12764728,0.770703214,0.192299288,-0.045015482,-0.229538489,,
43.30905386,17.37454049,78.54666723,29.97608364,47.0811341,0.848508279,0.175249628,0.04892902,-0.236834555,,
42.19477934,17.42349867,78.46177644,29.97608364,47.0811341,0.848508279,0.239336105,-0.052245336,-0.254540222,,
42.19136132,17.3309722,78.44021687,29.74529462,48.0243818,0.806763646,0.20568938,-0.026836363,-0.263240592,,
42.478475,17.489974,78.40518258,29.68316739,46.75500842,0.74540959,0.44732275,0.008671388,-0.42752892,,
40.8207353,17.37498965,78.37239407,29.86728355,47.12764728,0.770703214,0.435116216,0.004863827,-0.441784173,,
41.52826544,17.38846438,78.5713709,30.15452944,47.29115994,0.905859426,0.538300907,-0.163784113,-0.531403493,,
41.39838068,17.4603296,78.54127734,29.77357556,47.01103567,0.82392845,0.320613921,-0.028774958,-0.341043655,,
43.04928434,17.52231335,78.58664226,29.90903685,47.45303408,0.882811497,0.239190446,-0.00045885,-0.331166102,,
45.6059633,17.47964338,78.42045394,29.68316739,46.75500842,0.74540959,0.193301984,0.040894408,-0.286700366,,
43.7773226,17.39385427,78.56463354,30.15452944,47.29115994,0.905859426,0.345957805,-0.029903129,-0.375851158,,
41.29584008,17.53444061,78.51118378,29.77357556,47.01103567,0.82392845,0.346813041,-0.052548808,-0.388060656,,
45.14111258,17.37409133,78.3508345,29.86728355,47.12764728,0.770703214,0.224634581,0.035409744,-0.303524269,,
40.81048124,17.47021107,78.52286188,29.77357556,47.01103567,0.82392845,0.550506213,-0.107791849,-0.543390948,,
43.49020892,17.4836858,78.42629299,29.68316739,46.75500842,0.74540959,0.213205783,0.011813352,-0.260813927,,
42.04780448,17.43877003,78.5035481,29.97608364,47.0811341,0.848508279,0.317899788,-0.016613486,-0.363178687,,
46.1015762,17.26090361,78.33196988,29.68843086,48.08804472,0.736680552,0.362445049,0.069928671,-0.437539836,,
41.49750326,17.47739759,78.53992987,29.77357556,47.01103567,0.82392845,0.389957653,-0.009288319,-0.444647822,,
41.9486819,17.43652424,78.51971778,29.97608364,47.0811341,0.848508279,0.506565207,-0.178453102,-0.485444373,,
30.52224104,17.28964969,78.34903787,29.68843086,48.08804472,0.736680552,-0.002051473,-0.189216819,0.078954163,,
45.41113616,17.32064157,78.44470845,29.74529462,48.0243818,0.806763646,0.357068539,-0.025663726,-0.386600769,,
42.991178,17.34534524,78.36969912,29.74529462,48.0243818,0.806763646,0.373888726,0.043493937,-0.412098684,,
44.53270502,17.30581937,78.38541964,29.74529462,48.0243818,0.806763646,0.333944786,0.007187089,-0.372417651,,
42.89205542,17.3606166,78.42539467,29.86728355,47.12764728,0.770703214,0.171971701,-0.003155899,-0.237649171,,
46.8364505,17.307616,78.59787121,30.1093608,47.5164543,0.926831332,0.216789337,0.073974208,-0.301397903,,
42.82711304,17.40283742,78.45503908,29.97608364,47.0811341,0.848508279,0.46439514,-0.104519254,-0.454346334,,
42.08198468,17.33231967,78.53049756,29.94512766,47.48671738,0.874405406,0.265361495,-0.048413123,-0.316620241,,
